gene_symbol,mean_coef,median_coef,abs_mean_coef,nonzero_frac,in_clingen_hcvd
SNHG3,0.0,0.0,0.0,0.0,False
RPL5P13,0.0,0.0,0.0,0.0,False
ENSG00000242136,0.0,0.0,0.0,0.0,False
RPL11P5,0.0,0.0,0.0,0.0,False
SERBP1P3,0.0,0.0,0.0,0.0,False
LASTR,0.0,0.0,0.0,0.0,False
ENSG00000242154,0.0,0.0,0.0,0.0,False
ENSG00000242156,0.0,0.0,0.0,0.0,False
RN7SL361P,0.0,0.0,0.0,0.0,False
ABCF2P1,0.0,0.0,0.0,0.0,False
ENSG00000242163,0.0,0.0,0.0,0.0,False
RN7SL222P,0.0,0.0,0.0,0.0,False
RPL7AP27,0.0,0.0,0.0,0.0,False
RN7SL329P,0.0,0.0,0.0,0.0,False
ARHGDIG,0.0,0.0,0.0,0.0,False
RN7SL127P,0.0,0.0,0.0,0.0,False
RN7SL745P,0.0,0.0,0.0,0.0,False
ENSG00000242190,0.0,0.0,0.0,0.0,False
CRYZL2P,0.0,0.0,0.0,0.0,False
ENSG00000242197,0.0,0.0,0.0,0.0,False
ENSG00000242198,0.0,0.0,0.0,0.0,False
ENSG00000242199,0.0,0.0,0.0,0.0,False
HOXB-AS4,0.0,0.0,0.0,0.0,False
RPL5P29,0.0,0.0,0.0,0.0,False
RPL32P12,0.0,0.0,0.0,0.0,False
RN7SL97P,0.0,0.0,0.0,0.0,False
TCP10L,0.0,0.0,0.0,0.0,False
PSG2,0.0,0.0,0.0,0.0,False
HLA-L,0.0,0.0,0.0,0.0,False
RPS3AP14,0.0,0.0,0.0,0.0,False
RN7SL594P,0.0,0.0,0.0,0.0,False
RN7SL306P,0.0,0.0,0.0,0.0,False
NECTIN3-AS1,0.0,0.0,0.0,0.0,False
ATP5MC1P3,0.0,0.0,0.0,0.0,False
ARFGAP3,0.0,0.0,0.0,0.0,False
RN7SL20P,0.0,0.0,0.0,0.0,False
BGLAP,0.0,0.0,0.0,0.0,False
RPL39P34,0.0,0.0,0.0,0.0,False
RN7SL57P,0.0,0.0,0.0,0.0,False
LINC00996,0.0,0.0,0.0,0.0,False
C22ORF39,0.0,0.0,0.0,0.0,False
ENSG00000242261,0.0,0.0,0.0,0.0,False
ENSG00000242262,0.0,0.0,0.0,0.0,False
SKINT1L,0.0,0.0,0.0,0.0,False
LINC02082,0.0,0.0,0.0,0.0,False
AK2P2,0.0,0.0,0.0,0.0,False
RPL5P3,0.0,0.0,0.0,0.0,False
RPS3AP48,0.0,0.0,0.0,0.0,False
RPL7AP54,0.0,0.0,0.0,0.0,False
RN7SL159P,0.0,0.0,0.0,0.0,False
ENSG00000242282,0.0,0.0,0.0,0.0,False
RPL6P8,0.0,0.0,0.0,0.0,False
BMS1P4-AGAP5,0.0,0.0,0.0,0.0,False
ZBTB20-AS5,0.0,0.0,0.0,0.0,False
RPL36AP51,0.0,0.0,0.0,0.0,False
STAG3L5P,0.0,0.0,0.0,0.0,False
ENSG00000242295,0.0,0.0,0.0,0.0,False
DEFB109A,0.0,0.0,0.0,0.0,False
ENSG00000242299,0.0,0.0,0.0,0.0,False
RPS26P52,0.0,0.0,0.0,0.0,False
RPL12P32,0.0,0.0,0.0,0.0,False
RN7SL685P,0.0,0.0,0.0,0.0,False
ENSG00000242317,0.0,0.0,0.0,0.0,False
ENSG00000242318,0.0,0.0,0.0,0.0,False
RPL21P126,0.0,0.0,0.0,0.0,False
RPL23AP40,0.0,0.0,0.0,0.0,False
ENSG00000242324,0.0,0.0,0.0,0.0,False
RPS12P31,0.0,0.0,0.0,0.0,False
ENSG00000242327,0.0,0.0,0.0,0.0,False
ENSG00000242329,0.0,0.0,0.0,0.0,False
RN7SL683P,0.0,0.0,0.0,0.0,False
CFB,0.0,0.0,0.0,0.0,False
INHCAP,0.0,0.0,0.0,0.0,False
BMS1P4,0.0,0.0,0.0,0.0,False
LINC02025,0.0,0.0,0.0,0.0,False
RN7SL646P,0.0,0.0,0.0,0.0,False
RN7SL561P,0.0,0.0,0.0,0.0,False
FAM91A3P,0.0,0.0,0.0,0.0,False
RPL12P30,0.0,0.0,0.0,0.0,False
RPS21P4,0.0,0.0,0.0,0.0,False
HLA-DMA,0.0,0.0,0.0,0.0,False
UGT1A8,0.0,0.0,0.0,0.0,False
IGKV1-39,0.0,0.0,0.0,0.0,False
EIF6,0.0,0.0,0.0,0.0,False
ENSG00000242375,0.0,0.0,0.0,0.0,False
LINC00901,0.0,0.0,0.0,0.0,False
HLA-DMB,0.0,0.0,0.0,0.0,False
RPL6P9,0.0,0.0,0.0,0.0,False
ENSG00000242391,0.0,0.0,0.0,0.0,False
ENSG00000242396,0.0,0.0,0.0,0.0,False
RN7SL800P,0.0,0.0,0.0,0.0,False
ENSG00000242405,0.0,0.0,0.0,0.0,False
ENSG00000242411,0.0,0.0,0.0,0.0,False
DBIL5P2,0.0,0.0,0.0,0.0,False
PCDHGC4,0.0,0.0,0.0,0.0,False
CFAP20DC-AS1,0.0,0.0,0.0,0.0,False
RN7SL274P,0.0,0.0,0.0,0.0,False
ENSG00000242431,0.0,0.0,0.0,0.0,False
UPK3BP1,0.0,0.0,0.0,0.0,False
RN7SL789P,0.0,0.0,0.0,0.0,False
ENSG00000242439,0.0,0.0,0.0,0.0,False
LINC02046,0.0,0.0,0.0,0.0,False
GTF2A1L,0.0,0.0,0.0,0.0,False
ENSG00000242444,0.0,0.0,0.0,0.0,False
RPL7AP11,0.0,0.0,0.0,0.0,False
RBBP4P2,0.0,0.0,0.0,0.0,False
LINC03015,0.0,0.0,0.0,0.0,False
ENSG00000242477,0.0,0.0,0.0,0.0,False
ENSG00000242479,0.0,0.0,0.0,0.0,False
RN7SL392P,0.0,0.0,0.0,0.0,False
RN7SL293P,0.0,0.0,0.0,0.0,False
MRPL20,0.0,0.0,0.0,0.0,False
ENSG00000242488,0.0,0.0,0.0,0.0,False
RN7SL37P,0.0,0.0,0.0,0.0,False
ARPIN,0.0,0.0,0.0,0.0,False
ENSG00000242507,0.0,0.0,0.0,0.0,False
RN7SL156P,0.0,0.0,0.0,0.0,False
NDUFB4P1,0.0,0.0,0.0,0.0,False
RPL23AP1,0.0,0.0,0.0,0.0,False
LINC01206,0.0,0.0,0.0,0.0,False
UGT1A10,0.0,0.0,0.0,0.0,False
LINC00960,0.0,0.0,0.0,0.0,False
MAGEA5P,0.0,0.0,0.0,0.0,False
KLHL6-AS1,0.0,0.0,0.0,0.0,False
OR7E100P,0.0,0.0,0.0,0.0,False
ENSG00000242527,0.0,0.0,0.0,0.0,False
ENSG00000242531,0.0,0.0,0.0,0.0,False
ENSG00000242536,0.0,0.0,0.0,0.0,False
ENSG00000242539,0.0,0.0,0.0,0.0,False
ENSG00000242540,0.0,0.0,0.0,0.0,False
RN7SL169P,0.0,0.0,0.0,0.0,False
SERPINB10,0.0,0.0,0.0,0.0,False
POU5F1P6,0.0,0.0,0.0,0.0,False
ENSG00000242553,0.0,0.0,0.0,0.0,False
RN7SL144P,0.0,0.0,0.0,0.0,False
RN7SL797P,0.0,0.0,0.0,0.0,False
DCAF13P1,0.0,0.0,0.0,0.0,False
RPL21P11,0.0,0.0,0.0,0.0,False
HLA-DMB,0.0,0.0,0.0,0.0,False
TUBAP13,0.0,0.0,0.0,0.0,False
ENSG00000242578,0.0,0.0,0.0,0.0,False
IGKV1D-43,0.0,0.0,0.0,0.0,False
KMT5AP3,0.0,0.0,0.0,0.0,False
ENSG00000242588,0.0,0.0,0.0,0.0,False
ENSG00000242590,0.0,0.0,0.0,0.0,False
ENSG00000242593,0.0,0.0,0.0,0.0,False
RPL26P26,0.0,0.0,0.0,0.0,False
CSAG4,0.0,0.0,0.0,0.0,False
MBL1P,0.0,0.0,0.0,0.0,False
RPL35AP13,0.0,0.0,0.0,0.0,False
RPS3AP34,0.0,0.0,0.0,0.0,False
CCDC137P,0.0,0.0,0.0,0.0,False
OR5BH1P,0.0,0.0,0.0,0.0,False
ENSG00000242611,0.0,0.0,0.0,0.0,False
DECR2,0.0,0.0,0.0,0.0,False
RN7SL164P,0.0,0.0,0.0,0.0,False
ENSG00000242615,0.0,0.0,0.0,0.0,False
GNG10,0.0,0.0,0.0,0.0,False
GSK3B-DT,0.0,0.0,0.0,0.0,False
ENSG00000242628,0.0,0.0,0.0,0.0,False
RPS24P16,0.0,0.0,0.0,0.0,False
RPL21P129,0.0,0.0,0.0,0.0,False
RN7SL294P,0.0,0.0,0.0,0.0,False
LINC00971,0.0,0.0,0.0,0.0,False
RN7SL862P,0.0,0.0,0.0,0.0,False
RN7SL132P,0.0,0.0,0.0,0.0,False
RN7SL581P,0.0,0.0,0.0,0.0,False
ENSG00000242659,0.0,0.0,0.0,0.0,False
RPS3AP43,0.0,0.0,0.0,0.0,False
ENSG00000242667,0.0,0.0,0.0,0.0,False
RN7SL317P,0.0,0.0,0.0,0.0,False
LINC02010,0.0,0.0,0.0,0.0,False
RN7SL167P,0.0,0.0,0.0,0.0,False
RPS16P9,0.0,0.0,0.0,0.0,False
RPL12P21,0.0,0.0,0.0,0.0,False
HLA-DMA,0.0,0.0,0.0,0.0,False
PDE6B-AS1,0.0,0.0,0.0,0.0,False
RN7SL304P,0.0,0.0,0.0,0.0,False
CNTF,0.0,0.0,0.0,0.0,False
RPS27AP1,0.0,0.0,0.0,0.0,False
RN7SL40P,0.0,0.0,0.0,0.0,False
RPL5P12,0.0,0.0,0.0,0.0,False
RN7SL516P,0.0,0.0,0.0,0.0,False
CCT4P1,0.0,0.0,0.0,0.0,False
RPS27AP9,0.0,0.0,0.0,0.0,False
RN7SL362P,0.0,0.0,0.0,0.0,False
PSMB9,0.0,0.0,0.0,0.0,False
CCDC169,0.0,0.0,0.0,0.0,False
RN7SL806P,0.0,0.0,0.0,0.0,False
RPP21,0.0,0.0,0.0,0.0,False
RTL5,0.0,0.0,0.0,0.0,False
RPSAP26,0.0,0.0,0.0,0.0,False
ENSG00000242737,0.0,0.0,0.0,0.0,False
LINC02005,0.0,0.0,0.0,0.0,False
ENSG00000242747,0.0,0.0,0.0,0.0,False
RPL23AP81,0.0,0.0,0.0,0.0,False
ENSG00000242753,0.0,0.0,0.0,0.0,False
ENSG00000242757,0.0,0.0,0.0,0.0,False
LINC00882,0.0,0.0,0.0,0.0,False
RN7SL824P,0.0,0.0,0.0,0.0,False
IGKV1D-17,0.0,0.0,0.0,0.0,False
ZBTB20-AS4,0.0,0.0,0.0,0.0,False
RN7SL432P,0.0,0.0,0.0,0.0,False
CD200R1L-AS1,0.0,0.0,0.0,0.0,False
ZNF702P,0.0,0.0,0.0,0.0,False
LINC02050,0.0,0.0,0.0,0.0,False
PFN2-AS1,0.0,0.0,0.0,0.0,False
RN7SL299P,0.0,0.0,0.0,0.0,False
ENSG00000242795,0.0,0.0,0.0,0.0,False
GLYCTK-AS1,0.0,0.0,0.0,0.0,False
ENSG00000242798,0.0,0.0,0.0,0.0,False
AP5Z1,0.0,0.0,0.0,0.0,False
SOX2-OT,0.0,0.0,0.0,0.0,False
RN7SL229P,0.0,0.0,0.0,0.0,False
ENSG00000242814,0.0,0.0,0.0,0.0,False
ENSG00000242816,0.0,0.0,0.0,0.0,False
RN7SL846P,0.0,0.0,0.0,0.0,False
ENSG00000242828,0.0,0.0,0.0,0.0,False
RPS26P21,0.0,0.0,0.0,0.0,False
RPL21P13,0.0,0.0,0.0,0.0,False
KRT8P35,0.0,0.0,0.0,0.0,False
ALDOAP1,0.0,0.0,0.0,0.0,False
ZNF709,0.0,0.0,0.0,0.0,False
RN7SL749P,0.0,0.0,0.0,0.0,False
RN7SL496P,0.0,0.0,0.0,0.0,False
ENSG00000242858,0.0,0.0,0.0,0.0,False
RN7SL180P,0.0,0.0,0.0,0.0,False
ENSG00000242861,0.0,0.0,0.0,0.0,False
RN7SL677P,0.0,0.0,0.0,0.0,False
STRC,0.0,0.0,0.0,0.0,False
RN7SL812P,0.0,0.0,0.0,0.0,False
ENSG00000242880,0.0,0.0,0.0,0.0,False
RPL5P11,0.0,0.0,0.0,0.0,False
ENSG00000242888,0.0,0.0,0.0,0.0,False
RN7SL449P,0.0,0.0,0.0,0.0,False
RN7SL413P,0.0,0.0,0.0,0.0,False
RPL7P16,0.0,0.0,0.0,0.0,False
FLNC-AS1,0.0,0.0,0.0,0.0,False
AADACL2-AS1,0.0,0.0,0.0,0.0,False
RN7SL384P,0.0,0.0,0.0,0.0,False
RPL21P104,0.0,0.0,0.0,0.0,False
PLCH1-AS2,0.0,0.0,0.0,0.0,False
RN7SL868P,0.0,0.0,0.0,0.0,False
RPL7P49,0.0,0.0,0.0,0.0,False
RPL12P7,0.0,0.0,0.0,0.0,False
NKAIN1P1,0.0,0.0,0.0,0.0,False
EPS15P1,0.0,0.0,0.0,0.0,False
ERVW-1,0.0,0.0,0.0,0.0,False
ENSG00000242951,0.0,0.0,0.0,0.0,False
RPSAP3,0.0,0.0,0.0,0.0,False
ENSG00000242958,0.0,0.0,0.0,0.0,False
FTH1P23,0.0,0.0,0.0,0.0,False
ENSG00000242968,0.0,0.0,0.0,0.0,False
ENSG00000242970,0.0,0.0,0.0,0.0,False
RN7SL233P,0.0,0.0,0.0,0.0,False
TDRD6-AS1,0.0,0.0,0.0,0.0,False
RN7SL177P,0.0,0.0,0.0,0.0,False
PPIAP83,0.0,0.0,0.0,0.0,False
RPS15AP18,0.0,0.0,0.0,0.0,False
RN7SL50P,0.0,0.0,0.0,0.0,False
RPL21P99,0.0,0.0,0.0,0.0,False
RN7SL332P,0.0,0.0,0.0,0.0,False
RPL13AP23,0.0,0.0,0.0,0.0,False
FTH1P4,0.0,0.0,0.0,0.0,False
RPL32P25,0.0,0.0,0.0,0.0,False
RN7SL239P,0.0,0.0,0.0,0.0,False
ENSG00000243004,0.0,0.0,0.0,0.0,False
RN7SL16P,0.0,0.0,0.0,0.0,False
RPL12P35,0.0,0.0,0.0,0.0,False
ENSG00000243008,0.0,0.0,0.0,0.0,False
RPP21,0.0,0.0,0.0,0.0,False
RN7SL266P,0.0,0.0,0.0,0.0,False
PTMAP8,0.0,0.0,0.0,0.0,False
RN7SL737P,0.0,0.0,0.0,0.0,False
ENSG00000243018,0.0,0.0,0.0,0.0,False
RPL7P39,0.0,0.0,0.0,0.0,False
MARK3P3,0.0,0.0,0.0,0.0,False
UBA52P3,0.0,0.0,0.0,0.0,False
ENSG00000243024,0.0,0.0,0.0,0.0,False
MTAPP1,0.0,0.0,0.0,0.0,False
RN7SL354P,0.0,0.0,0.0,0.0,False
RN7SL635P,0.0,0.0,0.0,0.0,False
GAPDHP47,0.0,0.0,0.0,0.0,False
RN7SL810P,0.0,0.0,0.0,0.0,False
ENSG00000243038,0.0,0.0,0.0,0.0,False
RBMY2FP,0.0,0.0,0.0,0.0,False
RN7SL33P,0.0,0.0,0.0,0.0,False
RN7SL269P,0.0,0.0,0.0,0.0,False
RPL31P58,0.0,0.0,0.0,0.0,False
GK-AS1,0.0,0.0,0.0,0.0,False
EIF4EBP3,0.0,0.0,0.0,0.0,False
IGKV3-7,0.0,0.0,0.0,0.0,False
ABCC13,0.0,0.0,0.0,0.0,False
RN7SL842P,0.0,0.0,0.0,0.0,False
PSMB9,0.0,0.0,0.0,0.0,False
ARHGEF26-AS1,0.0,0.0,0.0,0.0,False
ENSG00000243071,0.0,0.0,0.0,0.0,False
RN7SL519P,0.0,0.0,0.0,0.0,False
ENSG00000243081,0.0,0.0,0.0,0.0,False
LINC00870,0.0,0.0,0.0,0.0,False
ENSG00000243089,0.0,0.0,0.0,0.0,False
RPL32P2,0.0,0.0,0.0,0.0,False
RPL3P10,0.0,0.0,0.0,0.0,False
ENSG00000243099,0.0,0.0,0.0,0.0,False
RPS3P7,0.0,0.0,0.0,0.0,False
RN7SL452P,0.0,0.0,0.0,0.0,False
MTND4LP14,0.0,0.0,0.0,0.0,False
ENSG00000243107,0.0,0.0,0.0,0.0,False
RN7SL849P,0.0,0.0,0.0,0.0,False
ENSG00000243116,0.0,0.0,0.0,0.0,False
ENSG00000243122,0.0,0.0,0.0,0.0,False
RN7SL643P,0.0,0.0,0.0,0.0,False
RN7SL807P,0.0,0.0,0.0,0.0,False
PSG11,0.0,0.0,0.0,0.0,False
RN7SL22P,0.0,0.0,0.0,0.0,False
PSG4,0.0,0.0,0.0,0.0,False
RPL23AP66,0.0,0.0,0.0,0.0,False
LINC02932,0.0,0.0,0.0,0.0,False
MRPL33,0.0,0.0,0.0,0.0,False
LINC02040,0.0,0.0,0.0,0.0,False
MLF1-DT,0.0,0.0,0.0,0.0,False
ENSG00000243155,0.0,0.0,0.0,0.0,False
MICAL3,0.0,0.0,0.0,0.0,False
RPL7AP32,0.0,0.0,0.0,0.0,False
ENSG00000243164,0.0,0.0,0.0,0.0,False
RPS10P28,0.0,0.0,0.0,0.0,False
RN7SL861P,0.0,0.0,0.0,0.0,False
RPSAP36,0.0,0.0,0.0,0.0,False
ENSG00000243176,0.0,0.0,0.0,0.0,False
ENSG00000243179,0.0,0.0,0.0,0.0,False
ENSG00000243181,0.0,0.0,0.0,0.0,False
CCDC39-AS1,0.0,0.0,0.0,0.0,False
HNRNPA1P17,0.0,0.0,0.0,0.0,False
HLA-DMA,0.0,0.0,0.0,0.0,False
PRKAR2B-AS1,0.0,0.0,0.0,0.0,False
TUSC7,0.0,0.0,0.0,0.0,False
RPL6P10,0.0,0.0,0.0,0.0,False
PPAN-P2RY11,0.0,0.0,0.0,0.0,False
HLA-DMA,0.0,0.0,0.0,0.0,False
TWF2-DT,0.0,0.0,0.0,0.0,False
ENSG00000243225,0.0,0.0,0.0,0.0,False
RN7SL55P,0.0,0.0,0.0,0.0,False
ENSG00000243230,0.0,0.0,0.0,0.0,False
PCDHAC2,0.0,0.0,0.0,0.0,False
ENSG00000243234,0.0,0.0,0.0,0.0,False
GSTA9P,0.0,0.0,0.0,0.0,False
IGKV2-30,0.0,0.0,0.0,0.0,False
ENSG00000243243,0.0,0.0,0.0,0.0,False
STON1,0.0,0.0,0.0,0.0,False
RPS6P16,0.0,0.0,0.0,0.0,False
RN7SL350P,0.0,0.0,0.0,0.0,False
RPL30P14,0.0,0.0,0.0,0.0,False
RN7SL558P,0.0,0.0,0.0,0.0,False
IGKV2D-29,0.0,0.0,0.0,0.0,False
RPL23AP55,0.0,0.0,0.0,0.0,False
RN7SL614P,0.0,0.0,0.0,0.0,False
ENSG00000243273,0.0,0.0,0.0,0.0,False
RN7SL571P,0.0,0.0,0.0,0.0,False
ENSG00000243276,0.0,0.0,0.0,0.0,False
PRAF2,0.0,0.0,0.0,0.0,False
ENSG00000243280,0.0,0.0,0.0,0.0,False
VSIG8,0.0,0.0,0.0,0.0,False
ENSG00000243286,0.0,0.0,0.0,0.0,False
AGAP13P,0.0,0.0,0.0,0.0,False
IGKV1-12,0.0,0.0,0.0,0.0,False
CFAP20DC-DT,0.0,0.0,0.0,0.0,False
RPL31P61,0.0,0.0,0.0,0.0,False
ENSG00000243302,0.0,0.0,0.0,0.0,False
ENSG00000243303,0.0,0.0,0.0,0.0,False
ENSG00000243304,0.0,0.0,0.0,0.0,False
ENSG00000243305,0.0,0.0,0.0,0.0,False
POM121L6P,0.0,0.0,0.0,0.0,False
RPL6P13,0.0,0.0,0.0,0.0,False
RN7SL285P,0.0,0.0,0.0,0.0,False
ENSG00000243314,0.0,0.0,0.0,0.0,False
GUCY2GP,0.0,0.0,0.0,0.0,False
STMP1,0.0,0.0,0.0,0.0,False
FGF14-IT1,0.0,0.0,0.0,0.0,False
LINC01998,0.0,0.0,0.0,0.0,False
PTPRVP,0.0,0.0,0.0,0.0,False
RN7SL174P,0.0,0.0,0.0,0.0,False
KCTD7,0.0,0.0,0.0,0.0,False
HLA-J,0.0,0.0,0.0,0.0,False
RN7SL307P,0.0,0.0,0.0,0.0,False
RN7SL738P,0.0,0.0,0.0,0.0,False
ENSG00000243345,0.0,0.0,0.0,0.0,False
ENSG00000243349,0.0,0.0,0.0,0.0,False
RN7SL8P,0.0,0.0,0.0,0.0,False
RPS29P19,0.0,0.0,0.0,0.0,False
RN7SL815P,0.0,0.0,0.0,0.0,False
EFNA4,0.0,0.0,0.0,0.0,False
RN7SL278P,0.0,0.0,0.0,0.0,False
RN7SL60P,0.0,0.0,0.0,0.0,False
MCCC1-AS1,0.0,0.0,0.0,0.0,False
RN7SL775P,0.0,0.0,0.0,0.0,False
RN7SL173P,0.0,0.0,0.0,0.0,False
RN7SL72P,0.0,0.0,0.0,0.0,False
RN7SL89P,0.0,0.0,0.0,0.0,False
ENSG00000243384,0.0,0.0,0.0,0.0,False
ENSG00000243385,0.0,0.0,0.0,0.0,False
RPL3P3,0.0,0.0,0.0,0.0,False
ENSG00000243389,0.0,0.0,0.0,0.0,False
RPL32P7,0.0,0.0,0.0,0.0,False
RN7SL141P,0.0,0.0,0.0,0.0,False
ENSG00000243402,0.0,0.0,0.0,0.0,False
ENSG00000243403,0.0,0.0,0.0,0.0,False
RPL35AP32,0.0,0.0,0.0,0.0,False
MRPS31P5,0.0,0.0,0.0,0.0,False
PSMD6-AS1,0.0,0.0,0.0,0.0,False
TICAM2,0.0,0.0,0.0,0.0,False
ENSG00000243415,0.0,0.0,0.0,0.0,False
RPS3AP18,0.0,0.0,0.0,0.0,False
RN7SL734P,0.0,0.0,0.0,0.0,False
RPL23AP49,0.0,0.0,0.0,0.0,False
ENSG00000243423,0.0,0.0,0.0,0.0,False
RN7SL107P,0.0,0.0,0.0,0.0,False
RN7SL454P,0.0,0.0,0.0,0.0,False
OR7E29P,0.0,0.0,0.0,0.0,False
ENSG00000243430,0.0,0.0,0.0,0.0,False
RPL5P30,0.0,0.0,0.0,0.0,False
ENSG00000243433,0.0,0.0,0.0,0.0,False
RN7SL370P,0.0,0.0,0.0,0.0,False
ENSG00000243445,0.0,0.0,0.0,0.0,False
RN7SL284P,0.0,0.0,0.0,0.0,False
C4ORF48,0.0,0.0,0.0,0.0,False
RPS18P13,0.0,0.0,0.0,0.0,False
IGKV1-5,0.0,0.0,0.0,0.0,False
INGX,0.0,0.0,0.0,0.0,False
RPL7P51,0.0,0.0,0.0,0.0,False
NAA80,0.0,0.0,0.0,0.0,False
AOX2P,0.0,0.0,0.0,0.0,False
MNX1-AS1,0.0,0.0,0.0,0.0,False
AMY2A,0.0,0.0,0.0,0.0,False
ENSG00000243483,0.0,0.0,0.0,0.0,False
ENSG00000243486,0.0,0.0,0.0,0.0,False
RN7SL337P,0.0,0.0,0.0,0.0,False
ENSG00000243491,0.0,0.0,0.0,0.0,False
HLA-L,0.0,0.0,0.0,0.0,False
ENSG00000243494,0.0,0.0,0.0,0.0,False
HLA-DOB,0.0,0.0,0.0,0.0,False
UBA52P5,0.0,0.0,0.0,0.0,False
RPS6P21,0.0,0.0,0.0,0.0,False
ENSG00000243501,0.0,0.0,0.0,0.0,False
RPS23P1,0.0,0.0,0.0,0.0,False
RN7SL240P,0.0,0.0,0.0,0.0,False
DNAJB6P7,0.0,0.0,0.0,0.0,False
TNFRSF6B,0.0,0.0,0.0,0.0,False
RN7SL111P,0.0,0.0,0.0,0.0,False
RPL32P33,0.0,0.0,0.0,0.0,False
ENSG00000243517,0.0,0.0,0.0,0.0,False
IGLVIVOR22-2,0.0,0.0,0.0,0.0,False
RPL5P33,0.0,0.0,0.0,0.0,False
RN7SL19P,0.0,0.0,0.0,0.0,False
RPL32P20,0.0,0.0,0.0,0.0,False
RPS26P28,0.0,0.0,0.0,0.0,False
WFDC6,0.0,0.0,0.0,0.0,False
RN7SL172P,0.0,0.0,0.0,0.0,False
RN7SL108P,0.0,0.0,0.0,0.0,False
HNRNPKP4,0.0,0.0,0.0,0.0,False
LINC01214,0.0,0.0,0.0,0.0,False
CCZ1P1,0.0,0.0,0.0,0.0,False
RN7SL364P,0.0,0.0,0.0,0.0,False
RN7SL838P,0.0,0.0,0.0,0.0,False
UPK3B,0.0,0.0,0.0,0.0,False
ENSG00000243568,0.0,0.0,0.0,0.0,False
CFB,0.0,0.0,0.0,0.0,False
ENSG00000243584,0.0,0.0,0.0,0.0,False
RN7SL282P,0.0,0.0,0.0,0.0,False
RPL17P22,0.0,0.0,0.0,0.0,False
PSMB9,0.0,0.0,0.0,0.0,False
RPL12P24,0.0,0.0,0.0,0.0,False
RPL35AP26,0.0,0.0,0.0,0.0,False
RPS2P44,0.0,0.0,0.0,0.0,False
HLA-DOB,0.0,0.0,0.0,0.0,False
ENSG00000243620,0.0,0.0,0.0,0.0,False
ENSG00000243621,0.0,0.0,0.0,0.0,False
SMIM34,0.0,0.0,0.0,0.0,False
LINC00880,0.0,0.0,0.0,0.0,False
RN7SL542P,0.0,0.0,0.0,0.0,False
ENSG00000243635,0.0,0.0,0.0,0.0,False
ENSG00000243636,0.0,0.0,0.0,0.0,False
RN7SL526P,0.0,0.0,0.0,0.0,False
IL10RB,0.0,0.0,0.0,0.0,False
ENSG00000243648,0.0,0.0,0.0,0.0,False
CFB,0.0,0.0,0.0,0.0,False
RN7SL834P,0.0,0.0,0.0,0.0,False
ENSG00000243655,0.0,0.0,0.0,0.0,False
MTND5P16,0.0,0.0,0.0,0.0,False
ENSG00000243659,0.0,0.0,0.0,0.0,False
ZNF487,0.0,0.0,0.0,0.0,False
RPS4XP14,0.0,0.0,0.0,0.0,False
DNAAF10,0.0,0.0,0.0,0.0,False
RPS3AP40,0.0,0.0,0.0,0.0,False
RPL35AP9,0.0,0.0,0.0,0.0,False
NME2,0.0,0.0,0.0,0.0,False
ENSG00000243679,0.0,0.0,0.0,0.0,False
RPL37P23,0.0,0.0,0.0,0.0,False
RPLP1P11,0.0,0.0,0.0,0.0,False
RPL35AP10,0.0,0.0,0.0,0.0,False
LINC02027,0.0,0.0,0.0,0.0,False
ENSG00000243695,0.0,0.0,0.0,0.0,False
ENSG00000243696,0.0,0.0,0.0,0.0,False
RPL7AP63,0.0,0.0,0.0,0.0,False
RN7SL598P,0.0,0.0,0.0,0.0,False
DUBR,0.0,0.0,0.0,0.0,False
RN7SL638P,0.0,0.0,0.0,0.0,False
RN7SL105P,0.0,0.0,0.0,0.0,False
PLA2G4B,0.0,0.0,0.0,0.0,False
LEFTY1,0.0,0.0,0.0,0.0,False
CFAP57,0.0,0.0,0.0,0.0,False
RPL21P116,0.0,0.0,0.0,0.0,False
CACNA2D3-AS1,0.0,0.0,0.0,0.0,False
NPIPB5,0.0,0.0,0.0,0.0,False
HLA-DMA,0.0,0.0,0.0,0.0,False
RPL21P127,0.0,0.0,0.0,0.0,False
RN7SL393P,0.0,0.0,0.0,0.0,False
TTC4,0.0,0.0,0.0,0.0,False
RPL29P3,0.0,0.0,0.0,0.0,False
RN7SL181P,0.0,0.0,0.0,0.0,False
RPLP0P2,0.0,0.0,0.0,0.0,False
ENSG00000243744,0.0,0.0,0.0,0.0,False
EEF1A1P10,0.0,0.0,0.0,0.0,False
TMEM35B,0.0,0.0,0.0,0.0,False
HLA-L,0.0,0.0,0.0,0.0,False
ST13P15,0.0,0.0,0.0,0.0,False
RPL32P4,0.0,0.0,0.0,0.0,False
ENSG00000243762,0.0,0.0,0.0,0.0,False
HOTTIP,0.0,0.0,0.0,0.0,False
RN7SL65P,0.0,0.0,0.0,0.0,False
ENSG00000243771,0.0,0.0,0.0,0.0,False
OSTCP1,0.0,0.0,0.0,0.0,False
ENSG00000243777,0.0,0.0,0.0,0.0,False
ENSG00000243779,0.0,0.0,0.0,0.0,False
ENSG00000243781,0.0,0.0,0.0,0.0,False
RN7SL78P,0.0,0.0,0.0,0.0,False
JMJD7,0.0,0.0,0.0,0.0,False
LINC02044,0.0,0.0,0.0,0.0,False
ENSG00000243797,0.0,0.0,0.0,0.0,False
PEX5L-AS1,0.0,0.0,0.0,0.0,False
